,Unnamed: 0,Tweets,Unnamed: 2,Unnamed: 3,Unnamed: 4
414,415,Imran Niazi is playing a dangerous game. He is using tragic killing of Arshad Sharif for petty politics & going to the extent of casting aspersions on state institutions. He should be patient & wait for findings of Judicial Commission instead of resorting to baseless allegations.,,,
415,416,"The establishment of Pakistan was a miracle & one of the biggest developments of the 20th century, which was made possible under the dynamic leadership of the Quaid-i-Azam & the sacrifices of Muslims. The odds were certainly heavy but the will to defeat them was stronger.",,,
416,417,"PAF pilot Rashid Minhas, youngest recipient of Nishan-i-Haider, laid down his life in the line of duty this day 51 years ago. His was an act of valour & courage that symbolises selfless commitment of our Air Force officers to Motherland. He will always live in our nation's heart.",,,
417,418,"Thank you to Karachi's business community for the invitation to speak. I explained the rationale behind the ban on import of luxury items: saving scarce foreign exchange, dollar stabilization, ending social imbalance & strengthening local industry.",,,
418,419,It has been my conviction that Pakistan will progress only through sheer hard work. Politics of dharna is detrimental to progress & stability. We are focused on overcoming challenges of governance. Nothing can distract us from the task at hand. I owe it to people of Pakistan ,,,
419,420,"Today, on the occasion of Pakistan Defense Day, the nation salutes its martyrs and ghazis who sacrificed their lives to protect the motherland against Indian aggression. The armed forces and the nation united to crush the Indian war frenzy against its geographical integrity.",,,
420,421,"Went through this fascinating work of Faizan on my way to Islamabad. He has beautifully captured the stories of the citizens using Lahore Metro for their daily commute. 

“Thak ta nai gy ho? Datta sahib any wala hai.” — it really touched my heart!",,,
421,422,"Noah Butt and Arshad Nadeem won gold, Sharif Tahir, Zaman Anwar and Inam Butt won silver, Shah Hussain, Ali Asad and Inayatullah won bronze medals in the Commonwealth Games, making all Pakistanis, including me, proud and the United Nations. What has increased the respect of Pakistan in the world? You are the pride of the whole nation.",,,
422,423,My decision to ban import of luxury items will save the country precious foreign exchange. We will practice austerity & financially stronger people must lead in this effort so that the less privileged among us do not have to bear this burden inflicted on them by the PTI govt.,,,
423,424,Government has decided to tax non-productive assets of the rich including 5% tax on purchase of second property & increase in tax on luxury cars.,,,
424,425,"I spoke with a team of Financial Times 
@FT
 a couple of days ago. 

Here is the link to my interview:",,,
425,426,"I was briefed about the key solar energy initiatives earlier today. Coalition govt will soon introduce the country's first comprehensive solar policy after approval of the CCI. Solar energy will drastically cut fuel imports, bring down cost of electricity & provide clean energy.",,,
426,427,"A nail-biting finish to the 8th edition of Pakistan Super League. My appreciation is due to Chairman PCB, CMs of Sindh & Punjab, provincial administrations, police & the participating teams for making the event a huge success. Spectators kept it animated with their energy & zeal.",,,
427,428,"Heartiest felicitations to Rt Hon’ble Pushpa Kamal Dahal Prachanda on becoming Prime Minister of Nepal. As regional partners, Pakistan & Nepal enjoy cordial relations. I look forward to working with him to further strengthen our bilateral ties & regional cooperation. 
@cmprachanda",,,
428,429,لا يمكن لشعب باكستان أن ينسى كيف تقدمت تركيا لمساعدتنا آن زلزال عام ٢٠٠٥م، وكذلك فيضانات عام ٢٠١٠م، إذ إن المفهوم الإسلامي للأخوة يربطنا بعلاقة مميزة فريدة حيث نتقاسم آلام بعضنا بعضا.,,,
429,430,It was great meeting with Crown Prince Mohammed bin Salman. We reaffirmed our commitment to taking Pakistan-Saudi ties to a new & higher level. I admired his visionary leadership & thanked him for according us a warm welcome & for always standing with Pakistan. We also discussed>,,,
430,431,"People of Pakisan join me in greeting our brothers & sisters of UAE  on their National Day today. The Day is a reminder of the dynamic vision of its founding fathers who laid the foundation of a great nation through unification. Congratulations to my brother HH 
@MohamedBinZayed",,,
431,432,"The meeting reviewed the security landscape & agreed to adopt a uniform policy between the federation & provinces. It considered proposals for revision of NAP & approved a slew of measures to improve investigation, forensic & working of CTD. 2/3",,,
432,433,"Being in Turkey feels like being home, overwhelmed by the warmth of our Turkish brothers & sisters. Our bilateral ties have entered a new era of strategic partnership under the leadership of President Erdogan. We are on course to unpack the full untapped potential of relationship",,,
433,434,"The same holds true for Gwadar seaport & construction of Gwadar airport. No dredging was carried out at seaport & thus no large cargo ship can be anchored. Have ordered quick completion of Gwadar University, airport & installation of desalination plant for clean drinking water.",,,
434,435,"On the second day of the meeting of the United Nations General Assembly, in a conversation with the high-level leadership of the IMF and the World Bank, I talked about having resources for reconstruction after the flood in the recent program. In meetings with other world leaders, we discussed climate change, rehabilitation of flood victims",,,
435,436,"With full determination and faith, we all will defeat all kinds of difficulties together. God willing!",,,
436,437,Imran Niazi's baseless & dangerous allegations against former President Asif Ali Zardari are not only irresponsible but also conform to a pattern of conspiracy theories meant to spread venom against his political opponents. /1,,,
437,438,"I thank all the friendly countries for their condolences & profound sympathies on the loss of precious lives in Peshawar tragedy. We deeply value this show of solidarity at this difficult time. With support of our people, we will crush terrorists & eliminate them from our soil.",,,
438,439,"The core of my argument during my speech at NA was that for a democratic system to work smoothly & effectively, it is important that all state organs act within the domains stipulated by Constitution. Without understanding this, we will be moving in a circle, getting nowhere.",,,
439,440,"Kashmir's Accession to Pakistan Day is a reflection of Kashmiris' pledge to continue their struggle till the idea of accession becomes a reality. Indian oppressive state apparatus has failed to stop this journey of resistance, sacrifice & defiance. We salute Kashmiris' courage.",,,
440,441,"Today I am embarking on a visit to Saudi Arabia to renew & reaffirm our bonds of brotherhood & friendship. I will have wide-ranging discussions with Saudi leadership. KSA is one of our greatest friends & as Custodian of the Two Holy Places, has a special place in all our hearts.",,,
441,442,"Imam Hussain (RA) is the voice of the poor, unity, brotherhood, high morals and truth. The message of resistance and standing firm for their rights will continue to encourage the entire humanity to establish a moral system based on the golden principles of equality and freedom.",,,
442,443,"After 68 years from tomorrow, the great words and instruments of our national anthem are going to become the voice of the nation in a new way. I dedicate this beautiful presentation and these historical moments to the Pakistani nation. Kudos to the entire team including Ministry of Information, Steering Committee, ISPR. Pakistan Zindabad",,,
443,444,"From the first day, protecting the poorest class from the impact of difficult economic conditions has been our first priority. The announcement of the Chief Minister of Punjab to provide free electricity to families using up to 100 units per month is very welcome. As the economic conditions improve, we Will provide more facilities, God willing",,,
444,445,The coalition government is working diligently on Thar coal & solarization projects to generate electricity. This will substantially bring down the cost of electricity & provide relief to citizens. My appreciation for Sindh government & other stakeholders.,,,
445,446,"What a nail biting finish to the FIFA WC  … Messi’s  

Congratulations to Qatar for successfully holding the mega event…Upsets by Saudi Arabia and Morocco remain highlights of the tournament for me.",,,
446,447,"At Islamabad Journalist Safety Forum today, I highlighted steps taken by the government to ensure media freedom. In Asia, Pakistan has performed very well on the UN Plan of Action. I shared the resolve to fully implement the Protection of Journalists & Media Professionals Act.",,,
447,448,Pakistan’s accession to Apostille Convention will facilitate & ease a significant burden on Pakistanis traveling & living abroad. Creating smooth processes for our citizens is a priority for us. Now Pakistani notarized documents will be accepted in 100+ countries.,,,
448,449,"د شمالي وزیرستان خلک د دھشتګردانو په لاس د ډیری مودې راهیسې ځپل شوي دي.

نن مې شمالي وزیرستان ته د خپل سفر په مهال یو پوهنتون، د دانش سکول سیسټم او میډیکل کالج تعمیرولو اعلان وکړو. دی سره یو موبائل ہسپتال به زر ته شمالی وزیرستان تہ اولاړ شی",,,
449,450,"Consistency and hard work are ingredients for success.

Congratulations to our Women's cricket team for beating the archrivals in a T20 match today. Well played. 

Pakistan  is proud of you.",,,
450,451,The Agreement to protect a third of the planet by 2030 reached at COP15 UN Biodiversity Summit is truly nothing short of being historic. Protecting our biodiversity is key to putting nature on a path to recovery. It reflects humanity's collective resolve to protect Mother Earth.,,,
451,452,"Thank you Prime Minister. It was great speaking to you about a range of issues that define our excellent bilateral relations. My government is keen to further deepen ties with the UK through renewed cooperation in areas like trade, commerce, culture, investment & energy.  ",,,
452,453,"I inaugurated the 7th nuclear power plant of Pakistan & 3rd nuclear power plant built in Karachi yesterday. With the induction of K-3, the total nuclear power generation capacity has reached 3600 MW. The K-3 project has added a total of 1100 MW electricity to the national grid.",,,
453,454,I extend my warm congratulations to H.E. Mr. Li Qiang on his election as new Premier of . Look forward to working closely with him to further advancing Pakistan-China Strategic Cooperative Partnership. I am confident our bilateral relations will enter a new era of cooperation.,,,
454,455,"Grateful for President 
@EmmanuelMacron
’s message of support for the people of  faced with devastating floods. We appreciate France’s solidarity and offer of help for the affected people in this hour of need.",,,
455,456,"الهدف من زيارتي إلى الإمارات العربية المتحدة هو البناء على المحادثة التي أجريتها مع صاحب السمو الشيخ 
@MohamedBinZayed
 نتشارك العزيمة والتفاهم على ضرورة بذل الجهود الدؤوبة لتعزيز العلاقات التجارية، والاستثمارية، والاقتصادية.",,,
456,457,"On behalf of the government and the people of Pakistan, I convey our most sincere prayers and thoughts to Her Majesty Queen Elizabeth II for her early and complete recovery.",,,
457,458,Dünyanın dört bir yanında yaşayan Müslümanlara ve Pakistanlılara mutlu ve bereketli bayramlar dilerim. Bu vesileyle Müslüman liderlerin de bayramını en içten dileklerimle kutlar ve Pakistan’ın ilişkilerini daha da güçlendirme kararlılığında olduğumuzu bir kez daha teyit ederim.,,,
458,459,"I was moved by the generosity of people affected by the Pakistan floods toward one another.

They have opened their homes & shared what they have.

This is an example of solidarity for all countries as the impacts of the climate crisis continue to impact the most vulnerable.",,,
459,460,The world witnessed yesterday how the nations can come together in a show of solidarity to create a model of win-win partnership to lift suffering humanity out of tragedy. I was deeply moved by the compassion on display at Geneva Conference. Together we will rebuild lives & hopes,,,
460,461,"We acknowledge with a sense of gratitude Japan's  pledge of $ 88 million for recovery, reconstruction and rehabilitation of the flood affected areas of Pakistan. The task is no doubt challenging but with the support of friends & partners, we will accomplish it for our people.",,,
461,462,"Happy arrival of Rabi al-Awwal, the month of mercy to the world of Islam and the whole world. The birth of Khatam-ul-Nabieen Hazrat Muhammad ﷺ is the source of success in this world and the hereafter for all mankind. By doing this, they will make themselves capable of the intercession of the Holy Prophet.",,,
462,463,"Two news stories published in globally respected Economist have validated what we have been saying about Imran Niazi. In its latest issue, the magazine wrote that Niazi ""blew up"" IMF deal & is ""exploiting the disaster to score political points"". 

He is out to undermine Pakistan.",,,
463,464,"What the nation is going through right now is certainly a difficult time. The hard decisions were necessitated by circumstances. We will sail through these times, Insha’Allah. Your government has introduced austerity measures to share the burden that you are feeling.",,,
464,465,"On behalf of the people & government of Pakistan, I reiterate our unwavering support to the Palestinians on the International Day of Solidarity with the Palestinian People. The Day highlights the extreme sufferings Palestinians have endured under illegal Israeli occupation.  ",,,
465,466,"From today I have started flood relief cash program for flood victims. 25 thousand cash assistance has been started immediately to 15 lakh flood affected families across the country. Keeping in mind the severity of the disaster, the distribution of relief funds has been started with the flood victims of Balochistan.",,,
466,467,"There was deep sorrow and grief over the brutal killing of eminent jurist and former president of the Supreme Court Bar Abdul Latif Afridi in Peshawar. I pray for patience for his family and for his elevation. The worsening law and order situation in Khyber Pakhtunkhwa is alarming, the provincial government should immediately take steps to improve it.",,,
467,468,"Pakistan is keen to work with other SCO member-countries for the promotion of cooperation in the fields of trade & economy, connectivity & communication, energy & agriculture, climate change & information technology. There is a massive scope for intra-SCO trade.",,,
468,469,"In my meeting with fed. secretaries, I impressed upon them the need for proactive leadership to complete solarisation of public buildings. Whole process will b marked by transparency, pre-qualification & 3rd-party audit. We will acknowledge civil servants for their dedication 2/3",,,
469,470,"Congratulations to 
@RishiSunak
 on his nomination as leader of the Conservative Party and next Prime Minister of the UK. I look forward to working with him to advance shared interests and further deepen the abiding  -  partnership.",,,
470,471,Pakistan  exiting the FATF grey list is a vindication of our determined and sustained efforts over the years. I would like to congratulate our civil & military leadership as well as all institutions whose hard work led to today's success. Aap sab ko bohat bohat Mubarak :),,,
471,472,"In line with my commitment to the nation, the coalition government has been swift to transfer the benefit of reduction in oil prices to the masses. We will continue to provide relief as soon as we have financial cushion to do so. I believe in honest conversation with the nation.",,,
472,473,"Special Economic Zones (SEZ) are an important component of CPEC, capable of accelerating our economic growth & creating job opportunities. During my visit to Rashakai today, I inspected the pace of construction & directed for plugging the loopholes in coordination.",,,
473,474,"Levies soldier Habib ur Rehman, who was martyred while protecting the polio team in Chaman, is our nation's hero. It is valiant men like him who manifest our national resolve to eradicate polio from our country and save our children from this debilitating ailment.",,,
474,475,"There is primarily one argument I made in my interview with Bloomberg. Given the vast scale & extent of destruction caused by the floods, the rich countries should consider giving debt relief to Pakistan so that we can stand up on our feet. Climate disaster is not of our making.",,,
475,476,"My profound prayers & best wishes to senior PMLN leader Javed Hashmi sahib for early recovery & good health. A great democrat & companion of Quaid Mian Nawaz Sharif, Hashmi sb has been an inspiration to a generation.",,,
476,477,Another Afridi with such power hitting … ,,,
477,478,"ECP verdict on PTI foreign funding case chargesheets Imran Niazi for violating the Constitution, submitting false affidavits & accepting foreign money. Proven yet again that he is a certified liar. Nation should ponder over the implications of his politics funded by foreigners.",,,
478,479,"At this difficult time, Pakistan stands in solidarity with the people and government of the UAE. I have directed the Pakistan Embassy in Abu Dhabi to extend full support to the affected families.",,,
479,480,"Danish School system that I established for underprivileged kids in South Punjab as CM, has now been extended to Balochistan. I met the brilliant students studying at Sohbatpur and spent some quality time with them. ",,,
480,481,"Had a very useful meeting with USAID Administrator Samantha Power this evening. She informed that the United States government has increased financial assitance by another $20 million, thus taking the aid volume to $51 million. We are grateful to the US for the continued support.",,,
481,482,"Over the decades, Imran Niazi has decieved people in the name of honesty, transparency & accountability. The foreign funding verdict has busted his claims & showed him for what he actually is: a con man. The coalition government will take the verdict to its logical conclusion.",,,
482,483,"Big moment. Congratulations to all of you. Well played, Pakistan  … and Netherlands :)",,,
483,484,من المؤسف تعرض قطر لحملة تشويه باعتبارها مضيفة لكأس العالم، بالأحرى يجب الإشادة للاستعداد والتنظيم الرائع للحدث الضخم، وكونه داعمًا للتنمية والسلام العالميين، تسجل باكستان تضامنها مع قطر قيادة وشعبا.,,,
484,485,"Turkish Democracy & National Unity Day will alsways be remembered as an expression of Turkish people's unwavering trust in the leadership of President 
@RTErdogan
. It also reflects Turkish nation's resolve to protect & uphold democracy. May the souls of the martyrs rest in peace!",,,
485,486,"As promised, no cuts in the budget for higher education sector. The development budget for the HEC has been increased from Rs. 26 bilion to Rs. 44 billion, representing an increase of 67%. Our commitment to education is firm & absolute.",,,
486,487,"Reached NY a few hours ago to tell Pakistan's story to the world, a story of deep anguish & pain arising out of a massive human tragedy caused by floods. In my address at UNGA & bilateral meetings, I will present Pakistan's case on issues that call for world's immediate attention",,,
487,488,16th December is the day for the whole of Pakistan to be united against terrorism. This day is a message to the whole world that Pakistan has made great sacrifices to eradicate terrorism. This struggle of ours is ongoing and will continue with the same iron will and perseverance until the complete elimination of this monster.,,,
488,489,Our love for the Holy Prophet (PBUH) is supreme. All Muslims can sacrifice their life for the Love & Respect of their Holy Prophet (PBUH).,,,
489,490,"It was pleasure talking to you, President von der Leyen. Pakistan and EU enjoy a vital relationship. I shall strive to further strengthen this partnership for our mutual benefit!",,,
490,491,professionalism & commitment with which he served the nation during these difficult times.,,,
491,492,"In my address at the CICA Summit earlier today, I explained the health & food challenges in the post-flood reconstruction phase, needing international engagement. Human solidarity can help overcome the challenge of climate change.",,,
492,493,Leaving for Uzbekistan today to attend the meeting of the Council of Heads of State of the SCO. The global economic turbulence has necessitated the need for more cooperation among the SCO member countries. The SCO vision represents the aspirations of 40% of world population.,,,
493,494,"I am acutely aware of the hardships people are facing due to load-shedding. PTI government neither procured any fuel nor undertook timely repair & maintenance of plants. After emergency steps decided today, the power situation will  normalise significantly by May 01, Insha'Allah.",,,
494,495,"Time has come for the nation to understand what true freedom means. It is a freedom from want, hunger & poverty. Without economic sovereignty, our freedom is incomplete. Our greatest strength is our people. It is about time we place their welfare at the center of public policy.",,,
495,496,Heartiest congratulations to Army Chief General Qamar Javed Bajwa on conferment of King Abdulaziz Medal for his contributions to strengthening defence ties between our two brotherly countries. It is a great honour for the people and the armed forces of Pakistan.  ,,,
496,497,"The international journal ""The Economist"" also supported the same thing that we have been saying about Imran Niazi since the beginning. In the latest issue, the journal has written how Imran Niazi has flouted the agreement made with the IMF and is using the flood to shine his politics. Imran Niazi is harming Pakistan",,,
497,498,"First, given magnitude of challenge, we should forge unity. It is time we put welfare of flood victims at center of our priorities & left politics for another day. Two, I reiterated all local & international donations & assistance will be audited by AGP & international aduit firm",,,
498,499,"China offers a promise of hope to developing world beset by multiple crises relating to climate, finance, food & energy.Chinese template of inter-state relations prioritizes cooperation over confrontation & is the governing principle in formation of a Community of Common Destiny.",,,
499,500,Deeply saddened by the martyrdom of Brig Mustafa Burki & other soldiers. Our brave sons of the soil have laid down their lives protecting the country from the enemy forces. Terrorism will be uprooted as it is against the very idea of Pakistan. My condolences to bereaved families,,,
500,501,"Pakistan  thanks umpire Aleem Dar for his meritorious services to international cricket, as he steps down from the ICC Elite Panel of Umpires. His flawless umpiring across all formats of the game has won praise across the cricketing world. Pakistan is proud of him!",,,
501,502,"Pakistan Accession Day is a renewal of Kashmiris' pledge to continue their struggle until their dream of accession to Pakistan is fulfilled. The atrocities of the Indian state could not dampen the maturity of this protest, sacrifice and determination. We salute this great spirit of Kashmiris.",,,
502,503,"Great honour & inspiring journey fuelled by determination & sheer will power. Ahmad Nawaz, who survived horrific attack on APS Peshawar, has become President of prestigious Oxford Union. He has set an example worthy of emulation by our youth. Pakistan is proud of you, Ahmad.",,,
503,504,"As part of efforts to mobilize all resources, I met Islamabad-based ambassadors, high commissioners & senior members of diplomatic corps today to sensitize them about scale of human tragedy. EAD & NDMA briefed the meeting about the current status of the challenge & response.",,,
504,505,"Deeply saddened by the loss of precious lives in the bus fire incident on the Super Highway near Nooriabad. We pray to Allah Almighty to grant the people who died in this accident a place in His mercy, grant patience to the bereaved families and speedy recovery to the injured. Amen",,,
505,506,"A major chunk of electricity is produced from imported fuel whose prices have gone up in recent months. Our National Solar Energy Initiative is aimed at subsituting costly energy with cheap solar power, which will provide massive relief to people & save precious foreign exchange.",,,
506,507,"After the SCO meeting last month, the day-long CICA Summit in Astana has helped bring Pakistan's focus back on energy, trade & regional connectivity. South & Central Asia have distinct advantages that we plan to leverage for win-win outcomes.",,,
507,508,"I was greatly delighted to meet the grandchildren of Qazi Abdur Rehman Amritsari, a school teacher who suggested the name of Islamabad in 1959. Gen Ayub promised a plot for him. Today, I fulfilled this promise after 63 years. Thanks to Hamid Mir sb for bringing it to my notice.",,,
508,509,The purpose of my visit to Sahabpur today was to express solidarity with the flood victims and to make them realize that my government and I are actively working for their rehabilitation. I will present the flood victims' case to the world at the donors' conference in Geneva on January 9. 1/2,,,
509,510,Let the gravity of this sink in: a former PM conspired with his aides to twist a routine diplomatic cypher for his selfish political motives knowing well this would harm Pak national interest. IK had no qualms damaging Pakistan while sitting in PM off. If hypocrisy had a face...,,,
510,511," GOAL: Maria Khan's direct free-kick that levelled the score against Saudi Arabia 

#football #pakistan #pakistanfootball",,,
511,512,"Deeply shocked to hear the sad news of an attack on former Japanese Prime Minister Shinzo Abe. We send our prayers & best wishes for his early recovery & good health. Our thoughts are with him, his family, and the people of Japan.",,,
512,513,"Had a busy day in Doha today, which was dominated by candid discussions on trade, investment & economic cooperation. In today's world, all facets of a bilateral relation b/w the nations should convert into mutual dividends. I look forward to fruitful outcome of the visit.  ",,,
513,514,"Acutely aware of the impact that a fuel price hike causes. Govt is left with no choice but to raise the prices due to IMF deal that PTI govt signed. Will take the nation into confidence on the specifics of the IMF-PTI deal soon. We will get out of these economic difficulties, IA.",,,
514,515,"Pakistan needs clean, environment-friendly & cheap electricity to power its economic growth. The govt is working on a plan to diversify the energy mix that will save precious foreign exchange & provide relief to people. We are particularly focusing on solar & hydropower potential",,,
515,516,I thank H.E. President Xi Jinping & H.E. Premier Li Keqiang for the financial assistance to flood-affected people of Pakistan. This flood is like no other in terms of its intensity & spread. China  has been there for us at the most difficult times & we greatly value its support,,,
516,517,"During my interactions with market & business leaders, I will highlight the exciting investment opportunities in Pakistan's various sectors such as renewable energy, food security, industrial & infrastructure development, tourism and hospitality.",,,
517,518,"Ukraine grain deal inked in Istanbul is a historic victory of diplomacy signifying that all crises can be averted through meaningful engagement. On this remarkable achievement, I congratulate my brother 
@RTErdogan
 & thank Turkiye for its key role in preventing global food crisis.",,,
518,519,"Coalition govt has taken some difficult decisions to stabilize economy. We didn’t care for their impact on our political capital, for doing so is in the best interest of Pakistan. For how long will we continue to be consumed by our narrow interests at the cost of national duties?",,,
519,520,"While we have had excellent human resource, fertile lands & plans, what we have lacked all along is the will to turn strategies into concrete actions. We have faltered on executing the projects leading to cost & time overruns. We need to break this logjam that has held us back.",,,
520,521,"Former Chief Justice Saqib Nisar and PTI lawyer Khawaja Tariq Rahim's abusive speech about daughter Maryam Nawaz in the audio leak is highly condemnable. Society, especially women, should strongly condemn this speech and degrading thinking about women. Only collective condemnation can stop this negative thinking in the society",,,
521,522,"Deeply saddened and saddened by the death of hockey world legend, Olympian Manzoor Hussain Jo Nair. May Allah raise the ranks of the deceased and grant patience to the bereaved. Gold medalist Manzoor Hussain Jr. was the capital of the nation, his services for Pakistan hockey will remain unforgettable.",,,
522,523,No one can distract us from it. I consider it a debt to myself to serve the people of Pakistan.,,,
523,524,There are serious concerns about the threat of global recession hitting the economies. The pandemic & climate-induced disasters have already put immense strains on the developing countries. High time the world explored solutions to the deepening challenges through candid dialogue,,,
524,525,We consider the security of Saudi Arabia as our own and are completely resolved to further cementing our multifaceted bilateral relationship including excellent defence cooperation.,,,
525,526,"During my visit to PKLI today, found out that out of 20 unites, only 14 are functional. It was supposed to provide free medical treatment to all the poor & only 17% could get that. The work remained suspended on PKLI for two years. Criminal negligence!",,,
526,527,Imran Niazi's antics & somersaults continue to disappoint the nation. The only constant is his desperation to get back into power even if it involves plunging the country into a protracted period of instability. His politics is based on lies which are getting exposed by the day.,,,
527,528,"Through their despicable actions, terrorists want to spread fear & paranoia among the masses & reverse our hard-earned gains against terrorism & militancy. My message to all political forces is one of unity against anti-Pakistan elements. We can fight our political fights later.",,,
528,529,"Special teams consisting of Pakistani doctors, paramedics and rescue personnel are being sent to Turkey to lend a hand in the ongoing rescue and relief operations. Very soon an airplane will also be flown to Turkey with essential items and medicines.",,,
529,530,Just spoke to CM Syed Murad Ali Shah. Deeply saddened by the tragic losses due to torrential rains in Karachi. I am confident that Sindh govt will rise to the occasion & bring life back to normal under the able leadership of CM Sindh. Have offered to extend every possible support,,,
530,531,Macroeconomic stability is the first step. What the coalition government is aiming to achieve is economic self-sufficiency. This precisely is the spirit of the budget. Our national security is very closely tied to economic reliance.,,,
531,532,"Correction:

The financial support pledged by Japan  is $ 77 million.",,,
532,533,The people of Pakistan cannot forget how Türkiye came forward to help us at the time of earthquake of 2005 & super floods of 2010. The Islamic concept of brotherhood binds us in a unique relationship where we share the pain of each other.,,,
533,534,"I visited flood-hit area of Sindh yesterday where hundreds of thousands of people including the elderly, women & children are facing the worst hardships in harsh winter. They are paying the price of the scourge of climate change they did little to cause. We should stand by them",,,
534,535,"152/0, and now 203/0. 

Baber & Rizwan  ",,,
535,536,I am saddened at the tragic death of 146 people in a stampede in Seoul. Our thoughts & prayers are with the government & people of South Korea.,,,
536,537,"I will address pre-budget seminar tomorrow that brings various stakeholders together to discuss challenges & opportunities our economy presents. We aim to refine ideas for integrated national strategy that encompasses business, IT, agriculture with focus on enhancing exports.",,,
537,538,The formal resumption of an IMF program is a major step forward in our efforts to put Pakistan's economy back on track. It is outcome of an excellent team effort. I commend Finance Minister Miftah Ismail & his team and other stakeholders for their hard work.,,,
538,539,We join the international community today in paying homage to the workers on their sacrifices & heroic struggle for their rights. Development becomes meaningful only when those working hard to make it possible are taken care of & included among the recepients of its benefits.,,,
539,540,"Grieved to hear about the passing of Begum Najma Hameed, ex-PML-N Senator & the aunt of Marriyum Aurangzeb. She was a committed & loyal party leader who served the country, party & democracy with dedication. May Allah rest her soul in peace! My condolences to her family.",,,
540,541,"I UN SG
@antonioguterres
 I am grateful for the exemplary support of the flood victims. His two-day visit was very important to spread awareness about this human tragedy around the world. His compassion and leadership qualities impressed me. Pakistan needs international support to face this challenge.",,,
541,542,"I extend my felicitations to 
@trussliz
 on being elected leader of the Conservative Party. The election reflects the high confidence placed by Tory membership in her vision and policies.",,,
542,543,"Today the whole of Pakistan comes together to express its unflinching solidarity & support to Kashmiri brothers & sisters, who remain undeterred by the oppressive Indian occupation apparatus in the struggle for UN-sanctioned right to self-determination. 1/2",,,
543,544,Just had a telephonic call with Kenyan President William Ruto about the tragic death of Arshad Sharif in . I requested him to ensure fair & transparent investigation into shocking incident. He promised all-out help including fast-tracking the process of return of the body to ,,,
544,545,"Please accept my condolences at the passing of your father. As is obvious from your tweet, his was a life well lived in the service of others. I am sure, he must be proud of you. You and your family are in my thoughts and prayers.",,,
545,546,"As people go to polls in Punjab today, remember what you have been put through in the nearly four years of PTI's (mis)rule. Imran Khan's legacy has been one of corruption, incompetence, destruction of the economy & protection of mafias & interest groups.",,,
546,547,"Highly grateful to HH Sheikh Mohammed bin Rashid Al Maktoum 
@HHShkMohd
 for the announcement of AED50 million for flood affectees in Pakistan. The UAE  continues to lead the humanitarian effort, a sign of the brotherly bond between our two nations.",,,
547,548,"As a result of climate change, children are affected the most by flood disasters. Unfortunately, 400 children died, which is one-third of the total number of deaths. I appeal for help from UNICEF and other international organizations to save the lives of these children who are victims of water-borne diseases.",,,
548,549,"The deliberations by the world leaders will shape the future of our struggle against climate change. What we face today is the challenge of the century. We have a duty to leave a clean & green environment to our coming generations. At #COP27, we should vow to succeed at all costs",,,
549,550,"Violence against women in any form is a violation of human rights & dignity. A society can't claim to be civilized leave alone being democratic if it condones violence under any pretext. On this Day today, let us all pledge to play our part to put an end to such practices.",,,
550,551,Grateful to the Bill & Melinda Gates Foundation for its valuable support in the public health & social sector programmes. The increase in number of confirmed polio cases in KP is deeply concerning. We are implementing a special emergency plan to improve our anti-polio response.,,,
551,552,"Martyrdom of 10 Palestinians including 5-year-old girl in Gaza is latest act of Israeli terrorism.If impunity & barbarism had a face, it would have been that of Israel, which has targeted Palestinians without any care for consequences.Pakistan strongly condemns Israeli airstrikes",,,
552,553,قمتُ بلقاءات عديدة في زيارتي إلى دولة قطر بتاريخ ٢٣-٢٤ أغسطس ٢٠٢٢م، التقيتُ بالقيادات القطرية، وكذلك رجال الأعمال القطريين والباكستانيين، وستستثمر #قطر (٣) مليارات دولار في قطاعات باكستانية مختلفة، وأتطلع إلى نتائج إيجابية لهذه الزيارة للبلدين الشقيقين.,,,
553,554,I assure my government’s unflinching support for rule of law and welfare of legal fraternity. 2/2,,,
554,555,"Today, I have announced the establishment of 12 new Danish schools in Balochistan, equipped with modern facilities, on the pattern of Danish schools established in Punjab. These schools will help children from poor and disadvantaged areas to find new avenues of knowledge and development.",,,
555,556,"And I have never lost sight of goodness from you
And I did not give birth to a beautiful woman

Creation free from all defects
You have created as you wish

 Happy Eid Milad-ul-Nabi to all of you!",,,
556,557,"In our meeting today, OIC Secretary General & I discussed Palestine, Afghanistan, rights violation in IIOJK & Islamophobia.I thanked the OIC for its consistent & principled support for Kashmiris in IIOJK. Pakistan will continue to work with OIC to promote our collective interests",,,
557,558,Let us make no mistake. Terrorism continues to be one of Pakistan's foremost problems. Our armed forces & police have valiently fought the scourge. No words are enough to condemn terrorists' attack on a police van in Lakki Marwat. My thoughts & prayers are with bereaved families.,,,
558,559,"The Election Commission did justice in the Toshakhana reference. The nation has seen that the post of Prime Minister has been made a source of personal income through corrupt practices. The idol of ""honesty and trust"" was shattered. Instead of fighting the law, shooting, firing sticks / bringing riotous groups, bow before the law. No one is above the law.",,,
559,560,"Congratulations 
@GiorgiaMeloni
 on success in the Italian general elections. I look forward to working closely with the new government for further strengthening  Pakistan- Italy  bilateral relations.  ",,,
560,561,Deeply moved by the example of an anonymous Pakistani who walked into Turkish embassy in the US & donated $30 million for earthquake victims in Türkiye & Syria. These are such glorious acts of philanthropy that enable humanity to triumph over the seemingly insurmountable odds.,,,
